"id","purpose","freq_dep","freq_arr","freq_dur"
1,"atwork",72.14843696,0,807.49547101
1,"esc",31.50726382,0,3093.17203228
1,"idisc",89.56878165,0,1337.34690371
1,"imain",317.33501011,60.97075013,2899.15379044
1,"jdisc",0,0,0
1,"jmain",0,0,636.07924575
1,"sch",0,0,0
1,"Total",2248.66207922,120.60029874,9456.29558957
1,"univ",115.0422354,0,346.9897493
1,"work",1623.06035128,59.62954861,336.05839708
2,"atwork",0,0,1594.77468493
2,"esc",37.62846779,31.50726382,7497.95305233
2,"idisc",430.31556837,0,2613.56738245
2,"imain",31.50726382,48.39791995,9676.56635221
2,"jdisc",40.08661951,0,766.21535246
2,"jmain",52.46981176,0,2419.994414879
2,"sch",0,0,236.97858555
2,"Total",2153.10024135,79.90518377,25214.191801879
2,"univ",0,0,0
2,"work",1561.0925101,0,408.14197707
3,"atwork",0,0,1649.88980273
3,"esc",120.912373,37.62846779,2171.71483097
3,"idisc",645.51043086,35.29013405,4786.77231886
3,"imain",86.71438882,83.94256373,10292.7023447
3,"jdisc",0,0,1082.93659146
3,"jmain",0,0,2430.32583606
3,"sch",693.9794986,0,0
3,"Total",5627.12900992,388.60102397,24206.41692249
3,"univ",0,0,1193.18404002
3,"work",4080.01231864,231.7398584,598.89115769
4,"atwork",0,0,845.47133812
4,"esc",0,120.912373,333.77661639
4,"idisc",743.17121618,120.6201967,5445.54573405
4,"imain",67.08677061,130.05200191,6727.1815353
4,"jdisc",108.61837943,40.08661951,2139.29519481
4,"jmain",76.27770915,0,2649.74750593
4,"sch",302.89946505,0,191.85356712
4,"Total",5176.08975261,727.22080371,20332.51079648
4,"univ",0,0,363.89249646
4,"work",3878.03621219,315.54961259,1635.7468083
5,"atwork",0,0,414.98762749
5,"esc",233.7194607,0,828.8464541
5,"idisc",1078.86788632,365.09692958,6027.80793322
5,"imain",661.7420785,109.0999749,5940.02049943
5,"jdisc",72.41113046,39.7002123,1456.25679566
5,"jmain",85.75544071,0,1718.09063341
5,"sch",1634.71430138,0,34.90366484
5,"Total",9670.96853557,953.78477963,17388.37009059
5,"univ",206.1607997,0,498.56467056
5,"work",5697.5974378,439.88766285,468.89181188
6,"atwork",0,0,723.53177082
6,"esc",594.22599971,444.87818695,189.84080099
6,"idisc",922.20703991,678.1761195,7378.48396463
6,"imain",915.61147312,77.05511068,3485.75928069
6,"jdisc",0,23.42974082,1258.25979043
6,"jmain",0,30.49605777,1917.35761904
6,"sch",7735.78930548,0,468.10212127
6,"Total",19754.49730951,1801.26378542,17900.76599229
6,"univ",753.52459179,0,371.23687848
6,"work",8833.1388995,547.2285697,2108.19376594
7,"atwork",0,0,37.85307475
7,"esc",3186.93512997,1110.03828915,344.90693341
7,"idisc",2514.25240187,216.10976498,3659.15220437
7,"imain",704.86438571,548.25785046,3236.73401212
7,"jdisc",250.39806781,0,775.8484473
7,"jmain",357.48599773,0,1459.63848613
7,"sch",12347.31829987,0,555.86713854
7,"Total",32094.36739426,2364.77529024,13345.64075396
7,"univ",740.16601318,65.72665596,997.2496312
7,"work",11992.94709812,424.64272969,2278.39082614
8,"atwork",0,0,44.79596363
8,"esc",825.79443055,2435.67677731,35.29013405
8,"idisc",2004.21288419,289.40712632,3930.94470658
8,"imain",2294.39662767,159.65147415,2765.62868383
8,"jdisc",259.78016165,72.41113046,588.41549944
8,"jmain",1123.21291283,85.75544071,669.18212396
8,"sch",7322.736816628,0,1003.66225351
8,"Total",21582.880347818,4007.34507038,11940.22280142
8,"univ",1172.49249883,0,803.41431007
8,"work",6580.25401547,964.44312143,2098.88912635
9,"atwork",98.52242687,0,84.25770312
9,"esc",1156.75343725,539.0250587,162.27416498
9,"idisc",2533.18383665,333.17996992,4806.5544976
9,"imain",2281.63102288,503.37235371,1822.434098629
9,"jdisc",564.23314075,45.48842631,616.749796859
9,"jmain",533.42932427,49.90157084,350.67532261
9,"sch",2792.37292427,0,495.29890641
9,"Total",16720.02097006,1759.08813829,10577.207418028
9,"univ",526.380873,0,221.64899279
9,"work",6233.51398412,288.12075881,2017.31393503
10,"atwork",121.04991665,0,54.66994482
10,"esc",322.33807535,1103.60203688,31.50726382
10,"idisc",2963.38559677,571.65217778,1574.06738623
10,"imain",3274.36796308,816.27560162,992.40288788
10,"jdisc",396.72442996,86.78614966,268.9962904
10,"jmain",966.34480841,297.2251999,422.15510902
10,"sch",1281.17955035,0,331.39063303
10,"Total",13742.04634952,3047.66690265,6786.78777896
10,"univ",885.24752065,0,460.50674542
10,"work",3531.4084883,172.12573681,2651.09151834
11,"atwork",532.06320095,31.08983778,23.93950963
11,"esc",76.27770915,512.89574209,178.99128755
11,"idisc",2797.95940567,1551.11701741,1566.82900942
11,"imain",3678.27697064,1416.51371918,1116.96821275
11,"jdisc",305.25785965,110.72274885,567.36241259
11,"jmain",1115.2740806,204.81352201,1367.2920525
11,"sch",85.45164866,37.7500538,982.11712309
11,"Total",12182.34819219,4151.84311951,8297.32054963
11,"univ",1036.23991608,140.70205116,210.0798361
11,"work",2555.54740079,146.23842723,2283.741106
12,"atwork",363.28934019,300.98454334,20.39666332
12,"esc",0,76.27770915,0
12,"idisc",2889.1213249,1568.21229746,1486.36611685
12,"imain",3261.33032104,1894.31865413,619.51638134
12,"jdisc",294.43405674,224.5290728,211.35541121
12,"jmain",1489.04068237,138.14926381,167.07625569
12,"sch",33.17396057,183.7278683,152.08564046
12,"Total",10108.42036896,4634.58219064,5481.76413173
12,"univ",198.12526538,110.81721966,113.07875466
12,"work",1579.90541777,137.56556199,2711.8889082
13,"atwork",799.71937856,107.81266662,0
13,"esc",239.6933425,0,0
13,"idisc",2496.96191714,885.57756187,1232.81445631
13,"imain",3176.44449002,2568.9723412,260.17286891
13,"jdisc",280.32317331,140.38854188,44.70380967
13,"jmain",644.07903565,479.23991513,160.40146411
13,"sch",361.7637644,0,1026.45815739
13,"Total",8936.19664431,5289.08464208,4548.97000441
13,"univ",75.22477103,567.54994472,412.50102775
13,"work",861.9867717,539.54367066,1411.91822027
14,"atwork",479.13743142,682.40485911,54.66994482
14,"esc",353.65331791,0,0
14,"idisc",2724.94522643,1718.43563713,743.61413559
14,"imain",3136.48128163,2703.11965206,613.33106489
14,"jdisc",590.89838395,479.37859753,0
14,"jmain",721.29801869,424.3913457,193.05587033
14,"sch",143.8065795,546.87870962,1285.68964909
14,"Total",8970.1068041,8306.44127583,4814.02252913
14,"univ",55.19459202,346.9897493,344.8187169
14,"work",764.69197255,1404.84272538,1578.84314751
15,"atwork",226.05451927,246.31771112,0
15,"esc",911.23843178,433.778423,0
15,"idisc",1301.82195125,1608.46372868,539.41301712
15,"imain",1905.873969859,1751.76945675,171.15999749
15,"jdisc",227.31046511,253.63931241,0
15,"jmain",960.03665933,930.84884858,136.06139112
15,"sch",331.09248802,205.772367,5643.44733129
15,"Total",6791.275678699,6889.00393459,9895.44850703
15,"univ",0,98.41052765,383.95268801
15,"work",927.84719408,1360.0035594,3021.414082
16,"atwork",759.69501836,543.34502103,0
16,"esc",671.86176097,461.7419759,0
16,"idisc",1861.34548381,1379.53320817,610.8505815
16,"imain",2262.11310182,2565.59594106,90.19920348
16,"jdisc",159.15438884,262.95821757,137.53281211
16,"jmain",1053.65924647,1264.39366366,38.82227796
16,"sch",0,374.64819429,6467.877497088
16,"Total",7687.72646176,10330.55408884,9897.901904278
16,"univ",100.97853074,190.42830985,339.2609858
16,"work",818.91893075,3287.90955731,2213.35854634
17,"atwork",700.53614217,373.44327703,0
17,"esc",178.330763,389.3587704,0
17,"idisc",1650.76781288,1838.60085183,226.39253824
17,"imain",1817.61082655,3143.37038194,261.58201649
17,"jdisc",66.34673513,82.06469462,0
17,"jmain",432.85302137,813.69085442,46.43972227
17,"sch",322.39871635,530.74403034,6096.85929666
17,"Total",8317.97962225,8766.01221776,9843.70499731
17,"univ",693.46785572,635.26250656,309.69656103
17,"work",2455.66774908,959.47685062,2902.73486262
18,"atwork",443.59316616,1168.40432027,72.14843696
18,"esc",235.13397967,79.4638865,0
18,"idisc",2115.71478827,2866.76094448,522.15379385
18,"imain",3856.64984528,2315.71190791,346.84798543
18,"jdisc",156.01582027,69.55761316,0
18,"jmain",863.37373858,2763.43388318,0
18,"sch",183.7278683,120.81806958,3726.67351693
18,"Total",9311.42798988,10553.00549236,10099.17675178
18,"univ",191.2515489,0,316.09415754
18,"work",1265.96723445,1168.85486728,5115.25886107
19,"atwork",393.58234225,528.40757564,0
19,"esc",448.28515272,645.182004,57.94944076
19,"idisc",1056.48428227,2577.06742947,337.64993424
19,"imain",2461.09221616,2159.06099935,89.97320296
19,"jdisc",189.74807344,352.08975164,114.62810316
19,"jmain",1094.77020577,457.04776943,0
19,"sch",0,1062.58464231,3051.27747943
19,"Total",6652.12720498,9821.58413034,9082.18624866
19,"univ",0,767.04480569,202.34189088
19,"work",1008.16493237,1273.09915281,5228.36619723
20,"atwork",408.41990673,424.52385129,0
20,"esc",676.32558647,632.74189504,0
20,"idisc",1181.30530727,2127.90167199,392.69800437
20,"imain",3508.49702753,2627.02597453,94.17182353
20,"jdisc",21.97375399,433.56025931,0
20,"jmain",545.12403381,695.057944,0
20,"sch",268.42676895,1372.46787624,1755.89056869
20,"Total",8444.36566994,10545.82735997,11217.72995726
20,"univ",384.41464112,739.28293076,237.10580563
20,"work",1449.87864407,1493.26495681,8737.86375504
21,"atwork",47.80796347,436.55935785,0
21,"esc",854.43443071,1208.91525471,0
21,"idisc",1535.42087006,2830.46130154,113.38734852
21,"imain",1815.79325299,4364.57951756,0
21,"jdisc",244.52783013,246.74014456,74.86292329
21,"jmain",756.41009333,916.36513591,0
21,"sch",104.3840456,6503.53071374,982.51553632
21,"Total",6760.21203653,18579.03431749,6976.0129079
21,"univ",0,113.07875466,53.73515643
21,"work",1401.43355024,1958.80413696,5751.51194334
22,"atwork",275.11736359,223.87982663,0
22,"esc",1022.72337949,300.95801797,0
22,"idisc",985.94177749,2276.21843305,128.73975911
22,"imain",1637.91411063,3267.01888859,110.26420521
22,"jdisc",314.88093101,134.371726,0
22,"jmain",430.42946025,823.14941353,0
22,"sch",0,5544.15919498,666.89062772
22,"Total",5581.23789636,16791.25920058,5666.2942683
22,"univ",90.25286182,692.08040515,402.87682915
22,"work",823.97801208,3529.42329468,4357.52284711
23,"atwork",179.90416886,427.56787869,0
23,"esc",508.66823271,1046.65558988,0
23,"idisc",1079.70858712,2060.24118979,110.25460995
23,"imain",1312.61158211,3081.394747689,30.26319037
23,"jdisc",694.66898272,333.67977467,37.92705909
23,"jmain",359.9406822,534.32908982,0
23,"sch",0,6558.628821638,428.74400251
23,"Total",4701.629608,18692.134271967,4369.59696536
23,"univ",311.7529061,308.54018131,0
23,"work",254.37446618,4341.09699848,3762.40810344
24,"atwork",37.85307475,240.88929793,0
24,"esc",266.30524507,655.2980237,0
24,"idisc",2163.58438403,1383.62685247,191.71897307
24,"imain",2468.23971904,2474.67593636,0
24,"jdisc",338.10018718,244.64392723,0
24,"jmain",407.41744724,712.85759703,0
24,"sch",0,5147.25277331,77.10787342
24,"Total",6291.47733188,17147.90309191,3271.38364734
24,"univ",202.0804154,859.7468423,89.45262542
24,"work",407.89685917,5428.91184158,2913.10417543
25,"atwork",116.46541427,37.85307475,0
25,"esc",389.47609344,508.63768294,0
25,"idisc",2676.69442524,2095.10046482,84.61627547
25,"imain",1215.77276789,2365.17009541,51.50184859
25,"jdisc",758.3814988,30.54447197,0
25,"jmain",542.26588116,864.34426237,0
25,"sch",440.7028743,3241.87790795,269.57728933
25,"Total",7963.68759525,17266.83083433,1996.1600887
25,"univ",664.2053212,527.75864066,160.24159164
25,"work",1159.72331895,7595.54423346,1430.22308367
26,"atwork",144.42723662,0,0
26,"esc",196.12578683,280.88410844,0
26,"idisc",2671.97490759,2518.60869804,128.27662805
26,"imain",965.89348715,2829.16875908,36.74832892
26,"jdisc",1072.00101907,326.98606383,0
26,"jmain",228.438014969,709.50353702,0
26,"sch",0,1063.34551993,51.43407304
26,"Total",5852.793257509,17082.78639388,1695.14734714
26,"univ",381.81865279,310.5720734,0
26,"work",192.11415249,9043.71763414,1478.68831713
27,"atwork",0,264.18372037,0
27,"esc",168.13566879,244.12551956,0
27,"idisc",1115.32039229,1549.25832563,0
27,"imain",1049.64430449,3000.71659967,0
27,"jdisc",674.200576949,383.05132079,0
27,"jmain",944.95100215,705.775835429,0
27,"sch",34.90366484,792.93520328,332.8866326
27,"Total",4197.503782479,14398.841264779,985.62363812
27,"univ",88.88491633,615.42941106,115.0422354
27,"work",121.46325664,6843.36532899,537.69477012
28,"atwork",194.205354,271.66727953,0
28,"esc",278.3247308,186.88064673,0
28,"idisc",1627.86344454,1562.71543852,0
28,"imain",185.62774459,1146.74736531,57.82738721
28,"jdisc",658.57150266,500.26531054,0
28,"jmain",409.16003041,449.12523736,0
28,"sch",48.37117642,1458.14148147,142.01348421
28,"Total",4182.16165286,12489.24937762,1042.21060945
28,"univ",12.11575733,225.88972455,0
28,"work",767.92191211,6687.81689361,842.36973803
29,"atwork",35.29013405,0,0
29,"esc",25.19996108,314.14723422,0
29,"idisc",1888.90459149,1369.44526612,0
29,"imain",648.66009468,699.09591477,0
29,"jdisc",1289.66085041,1013.996278,0
29,"jmain",162.43167438,641.66640224,0
29,"sch",62.12299689,343.85850651,28.45985051
29,"Total",4226.29806593,6844.53543657,797.96951969
29,"univ",37.7500538,168.86435427,0
29,"work",76.27770915,2293.46148044,769.50966918
30,"atwork",0,0,0
30,"esc",76.2159426,56.7072249,0
30,"idisc",774.27770136,1984.39244225,0
30,"imain",640.05146394,626.23572103,0
30,"jdisc",415.3515225,339.57612484,0
30,"jmain",284.78050444,607.30109242,0
30,"sch",0,250.02046034,0
30,"Total",2277.63276076,6610.72973988,170.23497199
30,"univ",24.19383833,364.7275233,0
30,"work",62.76178759,2381.7691508,170.23497199
31,"atwork",0,0,0
31,"esc",290.23940168,169.22905817,0
31,"idisc",685.7194743,1416.25741722,0
31,"imain",542.33529863,403.28814526,96.5535605
31,"jdisc",0,704.80956614,0
31,"jmain",26.66682148,774.40897421,0
31,"sch",0,111.73469177,0
31,"Total",1734.65063549,5235.03327402,259.27090203
31,"univ",0,144.8683682,0
31,"work",189.6896394,1510.43705305,162.71734153
32,"atwork",0,0,0
32,"esc",175.01869223,23.78679888,0
32,"idisc",748.67144332,1485.47545171,26.45454599
32,"imain",212.02346564,891.64092614,0
32,"jdisc",111.42637941,973.77690026,0
32,"jmain",117.6559163,26.66682148,0
32,"sch",0,432.19822765,45.25421438
32,"Total",1364.7958969,6029.60454554,223.61815537
32,"univ",0,542.68954502,0
32,"work",0,1653.3698744,151.909395
33,"atwork",0,119.54783717,0
33,"esc",113.70260097,429.96795986,0
33,"idisc",194.205354,2372.81000404,0
33,"imain",0,538.95731296,0
33,"jdisc",51.43407304,973.85163786,0
33,"jmain",35.29013405,174.97286369,0
33,"sch",0,180.1723277,0
33,"Total",667.23552336,5860.30914131,70.40185929
33,"univ",0,0,0
33,"work",272.6033613,1070.02919803,70.40185929
34,"atwork",0,0,0
34,"esc",71.34872702,146.85797725,0
34,"idisc",125.34940023,1544.00031813,0
34,"imain",0,420.27725795,0
34,"jdisc",0,523.71523097,0
34,"jmain",0,82.78426019,0
34,"sch",0,360.69186141,0
34,"Total",494.85626404,4167.75387114,45.25421438
34,"univ",0,53.04366216,0
34,"work",298.15813679,1036.38330308,45.25421438
35,"atwork",0,0,0
35,"esc",35.5632866,74.84978364,0
35,"idisc",0,1928.79517784,70.3218738
35,"imain",0,168.70240641,0
35,"jdisc",24.46596828,331.379790129,0
35,"jmain",0,0,0
35,"sch",0,62.12299689,0
35,"Total",211.06318588,3895.295851659,70.3218738
35,"univ",0,322.18817159,0
35,"work",151.033931,1007.25752516,0
36,"atwork",0,0,0
36,"esc",0,35.5632866,0
36,"idisc",35.5632866,960.9784272,0
36,"imain",340.31479902,96.5535605,0
36,"jdisc",0,182.57620583,0
36,"jmain",0,35.29013405,0
36,"sch",0,0,0
36,"Total",726.41725815,2408.56360267,0
36,"univ",0,101.00067366,0
36,"work",350.53917253,996.60131483,0
37,"atwork",0,0,0
37,"esc",0,33.9238352,0
37,"idisc",0,259.10902552,0
37,"imain",0,362.28855301,0
37,"jdisc",0,58.67557891,0
37,"jmain",0,43.21269901,0
37,"sch",0,0,0
37,"Total",82.13770056,1230.23321627,0
37,"univ",0,0,0
37,"work",82.13770056,473.02352462,0
38,"atwork",0,0,0
38,"esc",154.1261493,0,0
38,"idisc",0,195.87021093,0
38,"imain",0,0,0
38,"jdisc",0,103.04872719,0
38,"jmain",0,0,0
38,"sch",0,0,0
38,"Total",202.49732572,786.67522014,0
38,"univ",0,0,0
38,"work",48.37117642,487.75628202,0
39,"atwork",0,0,0
39,"esc",0,37.7500538,0
39,"idisc",0,70.3218738,0
39,"imain",0,213.96622616,0
39,"jdisc",0,80.29475211,0
39,"jmain",0,46.19669587,0
39,"sch",0,45.25421438,0
39,"Total",109.17621124,1444.17357541,0
39,"univ",0,0,0
39,"work",109.17621124,950.38975929,0
40,"atwork",0,0,0
40,"esc",0,116.3760955,0
40,"idisc",0,381.58799868,0
40,"imain",0,0,0
40,"jdisc",0,85.12308305,0
40,"jmain",0,0,0
40,"sch",0,0,0
40,"Total",0,1531.09114549,85.4443366
40,"univ",0,0,0
40,"work",0,948.00396826,85.4443366
